index_code,design_start,design_end,snapshot_periods,snapshot_rows,distinct_symbols,membership_intervals,launch_size,2019_06_size,2019_12_size,2020_06_size,official_artifact_run_id,official_artifact_sha256,secondary_artifact_run_id,secondary_artifact_sha256,sina_design_symbols_compared,sina_design_intervals_compared,sina_interval_matches,sina_interval_mismatches,membership_gate_expected,membership_gate_complete,qualification_scope,holdout_opened,model_outcomes_read
931152,2019-04-22,2023-12-31,11,479,71,81,28,27,36,43,35138089182,1077e5aa20f13da4f6d065760ada2fecf01f63873ed7074c60c5a8a14eaaecbf,35135574595,97c8b6b24f3fd048f0f148c61c58678db66ef3efed8f9e7f73218cac2ffc2982,68,78,78,0,11,11,historical_design_research_input_only,false,false
