index_code,expected_period,effective_date,symbol,universe_mode,qualification_scope
931152,2023-06,2023-06-12,002038,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,002317,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,002399,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,002422,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,002653,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,002675,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,002773,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,002793,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,002821,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300003,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300009,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300122,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300142,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300149,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300199,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300238,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300347,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300357,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300363,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300404,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300558,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300601,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300725,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,300759,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,600079,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,600196,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,600216,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,600267,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,600276,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,600380,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,600535,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,600673,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,600812,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,600867,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,601607,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,603127,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,603259,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,603456,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,603858,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,688180,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,688185,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,688266,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,688321,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,688366,point_in_time,historical_design_research_input_only
931152,2023-06,2023-06-12,688520,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,000513,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,000661,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,000963,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,002007,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,002019,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,002020,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,002038,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,002317,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,002399,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,002422,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,002653,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,002675,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,002773,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,002793,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,002821,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300003,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300009,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300122,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300142,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300149,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300199,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300238,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300347,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300357,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300363,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300404,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300558,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300601,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300725,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,300759,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,600079,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,600196,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,600216,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,600267,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,600276,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,600380,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,600535,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,600673,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,600812,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,600867,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,601607,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,603127,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,603259,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,603456,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,603858,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,688180,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,688185,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,688266,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,688321,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,688366,point_in_time,historical_design_research_input_only
931152,2023-12,2023-12-11,688520,point_in_time,historical_design_research_input_only
